time,wr1,wr2,wr3,wr4
17.67,-529.6751155968095, 529.1746073370033,-529.7295942153844, 529.2412706781962
17.77, -529.348390262389, 529.4538008885016,-529.6529532226625, 529.3449686553154
17.82,-529.5344017104761, 529.2015311384905,-529.7662195343095, 529.2757803446983
17.89,-529.6025688798765,529.1069377229728, -529.81881150854,529.2347985169537
17.96,-529.6627611844741,529.1433290799218,-529.821513067865,529.1349370898126
18.01,-529.7498745942801, 529.0751063897948,-529.8440419018403, 529.0753023500056
18.08,-529.7487483568698,  528.999987441613,-529.9520509492847, 529.0231927445392
18.16,-529.6086390474753, 529.1294729560105,-529.8316144014818, 529.1186608580825
18.23,-529.8873277452905, 529.1952526059899,-529.6710334961737, 528.9170483593348
18.3,-529.7799049233107,529.1223881635112, -529.75650427285,528.9890493577342
18.37,-529.7216350233869, 529.1529853923261,-529.7031103110629, 529.0257329867047
18.44,-529.5898116062336,529.2261052681532, -529.66390913218,529.0898477246407
18.47,-529.8058672934524,  529.133235928316,-529.5594170734793, 529.0304112871979
18.55,-529.8281482925332, 529.0932580581001,-529.5547333492751, 529.0235638726801
18.59,-529.8297363642839, 529.0566134153585,-529.5821671826428,  528.994862531072
18.63,-529.7840194741082, 529.1158041775046,-529.5295119250121, 529.0075000096462
18.72,-529.7109609902124, 529.2537450854163,-529.5669074056082, 528.8731412344579
18.82,-529.6440617082521, 528.9674253078045,-529.7561309845529,  528.997696545336
18.88, -529.597932838504, 529.0363111688795,-529.7883798187689, 528.9088827787313
18.94, -529.678074391685, 528.9905843230503,-529.6167257253913, 529.0387057947612
18.97, -529.655532962573, 528.9850078732918,-529.6068238891543, 529.0676353816918
19.05,-529.8644783058447, 528.9861592242831,-529.5535560806779, 528.8968863517994
19.11,-529.7768537570463, 528.9082968158493,-529.6540452753935, 528.9433377653593
19.19,-529.7771113628216, 528.8897998686435,-529.6829033606645, 528.8897952483816
19.26,-529.7677608149154, 528.8696372532664,-529.6939424496763, 528.8822804275894
19.32,-529.8565395492631, 528.7419403403785,-529.6079148638714, 528.9824217262947
19.39,-529.8070240489249, 528.8365413817993,-529.6508992726384, 528.8776211628091
19.46,-529.8172462800607, 528.8479588403163,-529.6596100663949, 528.8133605891881
19.52,-529.8753915243705, 528.7068584835621,-529.5996178933208, 528.9241750754178
19.55,-529.7188980272093, 528.9155371631336,-529.6460790659397, 528.8053978942214
19.62,-529.7350298022836,  528.922216922152,-529.6247743830047, 528.7856038294574
19.68,-529.6922585031834, 528.9175000949857,-529.6292956662858, 528.8156941129751
19.74,   -529.7937444534, 528.7944269421004,-529.5828005177686, 528.8588678851405
19.81,-529.7523115999062, 528.8004785363925,-529.5956350335452, 528.8656758612672
19.87,-529.6855312853301, 528.7448747380117,-529.7603611405718, 528.7898311535364
19.93,-529.7066923379723, 528.7279725878865,-529.7572700715408, 528.7679876255804
20, -529.673752252305, 528.7727276278783,-529.6956989594686, 528.8085922206687
20.07,-529.7349163270785, 528.7042520006441,-529.7099509861795, 528.7843200201754
20.12,-529.6566866888473, 528.7630053977846,-529.6518351319896, 528.8450711738678
20.17,-529.6513641222053, 528.7587298162705,-529.6625061667335, 528.8325905713945
20.24,-529.5641917070747, 528.8237652853061,-529.5818515817115, 528.9209344029836
20.3,-529.5916835058135, 528.7133555082311,-529.5122682516694, 529.0350738846304
20.4,-529.6043961699047, 528.7347138148097,-529.6063465221281, 528.8831124689442
20.46,-529.5694785633706, 528.6257449232505,-529.7686418737534, 528.8439855588376
20.55,-529.6949635100326, 528.7607180055803,-529.5072465091084, 528.8142712418014
20.6, -529.763627872013, 528.7028548539702,-529.5270885063235, 528.7736835763551
20.67,-529.7366294443706, 528.6725173612708,-529.5864749987426, 528.7405461938373
20.74,-529.7536515759319, 528.4642677812324,-529.7908071283758, 528.6836057653425
20.81,-529.7538657590602, 528.4645922683167,-529.8150690662634, 528.6302946008734
20.88,-529.7204500224547, 528.6773679656361,-529.6663368642057,  528.593329723896
20.94, -529.720152663499,  528.613931571628,-529.5713061842953, 528.7429785541709
21.01, -529.602124653263, 528.7066159138343,-529.6374173056175, 528.6719078191722
21.07,-529.4033209319946, 528.6553676856072,-529.9326230296484, 528.6058916869797
21.11,-529.3739683419484, 528.7024540163844,-529.8532054306802, 528.6565809020559
21.15,-529.3369482331364,   528.76396164445,-529.4000589419231, 529.0779450226921
21.19,-529.2119724396341,528.9011194097843,-529.280692728707,529.1821631810741
21.25,-529.3869104371486, 528.8498134116481,-529.4110102421042, 528.8936146882446
21.28,-529.3956192902525,528.7165581897565,-529.712635512669,528.7002282469871
21.34,-529.5343392749965, 528.6402781164536,-529.5984017098807, 528.7279178905595
21.41,-529.2127384090882,   528.82740871735,-529.5898427225279, 528.8487187756685
21.43,-529.3334201675923, 528.8794892132628,-529.6517288805306,  528.604394885805
21.5,-529.2988593424402, 528.9138742826121,-529.5673568301025, 528.6871293012749
21.53,-529.2315046318886, 528.8064669102097,-529.3349866363124, 529.0741253411533
21.6,-529.0779450726403, 528.9913677341633,-529.3533630218081, 529.0074279081726
21.65,-529.1963515690794, 528.9169856095721,-529.4821460751463, 528.8195594808135
21.74, -529.225402392443, 528.8375882065432,-529.4152863406616, 528.9174740096101
21.78, -529.245451772447, 528.8032127704279,-529.4036221811203, 528.9329713601935
21.81,-529.3179179532905, 528.7593566662364,-529.4254880958648, 528.8657077831617
21.86,-529.4411555402064, 528.7479495461572,-529.4423703006292, 528.7262531336412
