time,accX,accY,accZ,wRoll,wPitch,wYaw
6.76,  -0.2841100027951174,    0.376800008278585,   -9.821654240751073,-0.001850992104768102,  0.03888371892881781, -0.03292503259833726
6.79,  -0.2841100098099223,   0.3768000056907046,   -9.822127407381219,0.0002237024874105889, 0.005927669777672962,-0.006350989592584956
6.81, -0.2841100020789449,  0.3768000154655752,  -9.822304194216951,-0.01400966314056956, -0.0294497147724197, 0.05507596393259648
6.86,  -0.2841100108560213,     0.37680000852399,   -9.824347084247499,-0.001354629491546762, -0.04982850561521385,  0.02484853364534103
6.89,  -0.2841100107172887,   0.3768000064489822,   -9.819532991766277,0.0004315341163275188,  -0.0224926042882333,  0.01895320937019758
6.92,  -0.284109989887494,  0.3768000183134621,  -9.817243225771128,  0.0619350443194906,-0.03359387209170123, 0.07425165431668719
6.96, -0.2841099894489464,  0.3768000190495097,  -9.818440082887079,    0.13169516000454,-0.08070560480358593, 0.07106647239621477
6.99, -0.2841098988205442,  0.3768000607591014,  -9.821083825674998,  0.1127562703137332,-0.05740484309029643,  0.1548101054397962
7.03,  -0.2841097493126372,     0.37680011086395,   -9.822768938340765,  0.09557781612492176,-0.008342313859707025,   0.2274077026204234
7.06,   -0.2841097077160127,    0.3768001143388729,    -9.823221454693133,    0.1385079301061864,-0.0008827006201983076,    0.2416564956692846
7.1,-0.2841096198640598, 0.3768001254491594, -9.822965433286283, 0.1754790273349727,0.01558304037421189, 0.2726346122726447
7.13, -0.284109762764228, 0.3768000692095482, -9.822124287967327, 0.1346537256387694,0.04838737036273882, 0.2222224643949877
7.17, -0.2841097973857732,  0.3768000649472586,  -9.828535622620286, 0.09816302262324827,0.007763820848747418,  0.1982684304818318
7.2,-0.2841098012894333, 0.3768000599392571,  -9.83263590517314,0.03203154124530645,0.01690129432335007, 0.1934789094242733
7.24,-0.2841097610625782, 0.3768000567638362,  -9.82697617384299,0.02215827210536262,0.04872019988591698, 0.2206939941165581
7.27,  -0.284109659121163,   0.376800072668781,  -9.828676736923654, 0.08177518935154653,0.008160424650032786,  0.2542600889416415
7.31, -0.2841094426838752,  0.3768000791012325,  -9.826152504890119,  0.1063783432344337,0.002501151854806261,  0.3311489239919528
7.34,-0.2841092848003752, 0.3768000799736357, -9.825545621288093,0.06491364957061903,0.04735187365008399, 0.3741762307333591
7.38,-0.2841091302229903, 0.3768000994770086, -9.825322931548488,0.04386147593161081, 0.0541896759183705, 0.4106606776106023
7.41,-0.2841092825976386, 0.3768000384661084, -9.824335992322592,0.07042953021076812,0.08553230862983548, 0.3756211267956315
7.45,-0.2841095378599185, 0.3768000171080726, -9.821489942643522,0.08869179754885723,0.07474764376372214, 0.3124668931926098
7.48, -0.284109640426909, 0.3768000021937744, -9.819436173162988,0.06069348796765942,0.07302527388270633, 0.2860254151622849
